,tweets
46,"RT @OKMagazine: Hooray for @OfficialAdele, winner for ""Skyfall"" Best Original Song from a Motion Picture! We love when she makes a speech! #GoldenGlobes"
47,"“@USATODAY: New ""mum"" Adele wins best original song in a motion picture for ""Skyfall"" http://t.co/eoU9PpP2 #GoldenGlobes” Blewp!"
48,"RT @USATODAY: New ""mum"" Adele wins best original song in a motion picture for ""Skyfall"" http://t.co/4W5nFdWH #GoldenGlobes"
49,Adele's Skyfall wins best Original Song for Motion Picture at the Golden Globes!
50,"“@eonline: Best Original Song, Motion Picture: Skyfall by @OfficialAdele! #GoldenGlobes"" @collinsparks12 our song won!!"
51,"RT @THR: ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/bEbOJaJ5"
52,RT @PageSix: Adele wins Original song - motion picture - Skyfall  #goldenglobes
53,"RT @APEntertainment: Best original song in a motion picture goes to  ... Adele, for ""Skyfall""! Adele takes to the stage, this should be good! #goldenglobes"
54,RT @TODAY_ent: Adele's #Skyfall wins best original song in a motion picture http://t.co/sKR3pN9e #GoldenGlobes
55,RT @JAWANNBC6: Adele continues to rock!  #Skyfall wins best original song for motion picture #GoldenGlobes
62,RT @TODAY_ent: Adele's #Skyfall wins best original song in a motion picture http://t.co/sKR3pN9e #GoldenGlobes
64,"@007 wins! RT @eonline tweeted at 7:50 PM on Sun, Jan 13, 2013:
Best Original Song, Motion Picture: Skyfall by @OfficialAdele! #GoldenGlobes"
65,"RT @THR ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/c7fwzS0k"
66,"RT @THR ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/aIAsPICz"
67,"""Skyfall"" from ""Skyfall"" wins for Best Original Song in a Motion Picture #GoldenGlobes"
70,"RT @THR: ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/bEbOJaJ5"
71,"RT @THR: ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/bEbOJaJ5"
72,RT @WSJspeakeasy: 'Skyfall' by Adele wins Best Original Song Motion Picture. #GoldenGlobes
73,"#GoldenGlobes Best Original Song - Motion Picture
: WINNER Skyfall (2012): Adele, Paul Epworth(""Skyfall"")"
74,RT @washingtonpost: Adele's #Skyfall wins best original song for motion picture http://t.co/2aZhCCha #GoldenGlobes
75,"RT @THR: ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/bEbOJaJ5"
76,Taylor Swifts expression when Adele won Best Original Song Motion Picture #GoldenGlobes LOL. http://t.co/lsoVXzz0
78,“@washingtonpost: Adele's #Skyfall wins best original song for motion picture http://t.co/rcMMT3ZR #GoldenGlobes” great song indeed!
79,Seeing Daniel Craig and Adele high five on thw golden globes when she wins most original song for motion picture &gt;&gt;&gt;&gt;
81,RT @TODAY_ent: Adele's #Skyfall wins best original song in a motion picture http://t.co/sKR3pN9e #GoldenGlobes
82,"RT @THR: ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/bEbOJaJ5"
83,RT @washingtonpost: Adele's #Skyfall wins best original song for motion picture http://t.co/2aZhCCha #GoldenGlobes
84,"RT @THR: ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/bEbOJaJ5"
85,"New ""mum"" Adele wins best original song in a motion picture for ""Skyfall"" http://t.co/0fowuLoE #GoldenGlobes”"
86,"RT @THR: ""Skyfall"" from ""Skyfall"" wins the #GoldenGlobe for Best Original Song in a Motion Picture. http://t.co/bEbOJaJ5"
87,Woop woop RT @washingtonpost: Adele's #Skyfall wins best original song for motion picture http://t.co/lugneR8M #GoldenGlobes
88,RT @TODAY_ent: Adele's #Skyfall wins best original song in a motion picture http://t.co/sKR3pN9e #GoldenGlobes
89,RT @nbc: “Skyfall” from Skyfall wins for Best Original Song - Motion Picture! #GoldenGlobes
91,[HD] Golden Globes 2013: Adele wins for Best Original Song Motion Picture Golden Globes 2013 http://t.co/5fStxTtl
