,tweets
132,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
133,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
134,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
135,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
136,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
137,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
138,"""Birdman"" wins Best Screenplay, Motion Picture! #GoldenGlobes"
139,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
140,RT @joblocom: Best screenplay for a motion pictures goes to #Birdman #GoldenGlobes
141,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
142,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
143,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
144,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
145,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
146,"Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #GoldenGlobes"
147,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
148,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
149,Best screenplay for motion picture goes to Birdman. #GoldenGlobes
150,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
151,RT @CineplexMovies: Best Screenplay - Motion Picture goes to... BIRDMAN #GoldenGlobes
152,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
153,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
154,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
155,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
156,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
157,Best Screenplay for a motion picture goes to: all the dudes that wrote for Birdman. That's a bummer...it wasn't my favorite. #GoldenGlobes
158,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
159,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
160,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
161,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
162,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
163,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
164,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
165,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
166,RT @tdy_T: #Birdman wins Best Motion Picture Screenplay. #GoldenGlobes http://t.co/WIeuOSpTFK
167,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
168,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
169,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
170,"""@mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"""
171,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
172,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
173,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
174,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
175,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
176,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
177,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
178,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
179,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
