,tweets
102,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
103,"Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez (Jane the Virgin). #GoldenGlobes"
104,Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
105,"HOLY SHIT GINA RODRIGUEZ wins for Best Actress in a TV Series, Musical or Comedy  #GoldenGlobes"
106,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
107,"Best Actress in a TV Series Musical/Comedy winner is...Gina Rodriguez for #JaneTheVirgin!! #GoldenGlobes 
#BitchFlicks"
108,"RT @NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical"
109,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
110,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
111,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
112,"Gina Rodriguez
(Jane The Virgin)
WINS her first #GoldenGlobe
Best Actress in a TV Series, Musical or Comedy"
113,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
114,Best TV Series Actress in a Comedy or Musical goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes http://t.co/pRMZjcl5vx
115,"Straight from Walter White and Olivia Pope: Best Actress in a TV Series, Musical, or Comedy goes to GINA RODRIGUEZ! YES JANE. #GoldenGlobes"
116,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
117,"The #GoldenGlobe for Best Actress in a TV Series, Comedy or Musical, goes to Gina Rodriguez!"
118,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
