,tweets
62,"Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
63,WINNER - @goldenglobes: Best Actress in a Motion Picture - Drama - Julianne Moore (@_juliannemoore) - Still Alice
64,The #GoldenGlobe for Best Actress in a Motion Picture drama goes to: @_juliannemoore for #StillAlice
65,"The Golden Globe for Best Actress in a Motion Picture, Drama goes to Julianne Moore for Still Alice. #GoldenGlobes"
66,#JulianneMoore wins best actress in a motion picture (drama) for #StillAlice! #GoldenGlobes
67,Julianne Moore wins Best Actress - Motion Picture - Drama for Still Alice #GoldenGlobes http://t.co/R7VFZC32PA
68,"Best Actress, Motion Picture Drama Award goes to #JulianneMoore For #StillAlice
#GoldenGlobes #Awardseason"
69,"RT @CineplexMovies: Best Actress in a Motion Picture, Drama goes to... JULIANNE MOORE for STILL ALICE #GoldenGlobes"
70,"Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes via @HuffingtonPost"
71,Best Actress in a Drama Motion Picture goes to Julianne Moore for Still Alice.  This was a tough race! #GoldenGlobes
72,"The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
73,Julianne Moore wins Best Actress in a Motion Picture Drama for Still Alice #GoldenGlobes
74,RT @NYDNEntertain: The award for Best Actress in a Motion Picture (Drama) goes to Julianne Moore for “Still Alice” #GoldenGlobes
75,"RT @geeksofdoom: Best Actress, Motion Picture – Drama: WINNER: Julianne Moore for 'Still Alice'! #GoldenGlobes"
76,"The winner of Best Actress in a Motion Picture, Drama goes to Julianne Moore ""Still Alice."" #GoldenGlobes"
77,"julianne moore wins best actress in a dramatic motion picture for ""still alice"" #goldenglobes"
78,Best actress--motion picture--drama goes to...  Julianne Moore #GoldenGlobes
79,"#BestActress in Motion Picture - Drama
Goes To

#JulianneMoore for #StillAlice

#GoldenGlobes2015"
80,"RT @GossipCop: #GoldenGlobes BEST ACTRESS, MOTION PICTURE DRAMA Goes To Julianne Moore http://t.co/f9BAH1THQt"
