,tweets
209,"Supporting Actress, Motion Picture goes to Patricia Arquette for ""Boyhood."" #GoldenGlobes"
210,"YES! RT @GossipCop #GoldenGlobes BEST SUPPORTING ACTRESS, MOTION PICTURE Goes To Patricia Arquette http://t.co/Fdjpfm59HW"
211,The #GoldenGlobes for Best Supporting Actress in a Motion Picture goes to Patricia Arquette for 'Boyhood' (which I have not seen).
212,Patricia Arquette wins #GoldenGlobes Award for best supporting actress in a motion picture for #Boyhood
213,RT @HuffPostEnt: Patricia Arquette wins best supporting actress in a motion picture for Boyhood #GoldenGlobes
214,Patricia Arquette has just won the Golden Globe for the Best Supporting Actress in a Motion Picture on the #GoldenGlobesonVh1 for #Boyhood!
215,The Golden Globe goes to Patricia Arquette for best supporting actress in a motion picture. #GoldenGlobes
216,RT @HuffingtonPost: Best Supporting Actress in a Motion Picture goes to Patricia Arquette for Boyhood #GoldenGlobes
217,RT @THR: Patricia Arquette wins Best Supporting Actress in a Motion Picture for #Boyhood @PattyArquette #GoldenGlobes  http://t.co/zuQzGn39…
218,RT @HuffingtonPost: Best Supporting Actress in a Motion Picture goes to Patricia Arquette for Boyhood #GoldenGlobes
219,RT @HuffingtonPost: Best Supporting Actress in a Motion Picture goes to Patricia Arquette for Boyhood #GoldenGlobes
220,Best Actress in a supporting role in a motion picture goes to Patricia Arquette! #GoldenGlobes
221,RT @HuffPostEnt: Patricia Arquette wins best supporting actress in a motion picture for Boyhood #GoldenGlobes
222,RT @HuffingtonPost: Best Supporting Actress in a Motion Picture goes to Patricia Arquette for Boyhood #GoldenGlobes
223,Patricia Arquette wins Best Supporting Actress in a Motion Picture for her role in Boyhood #GoldenGlobes
224,RT @HuffPostEnt: Patricia Arquette wins best supporting actress in a motion picture for Boyhood #GoldenGlobes
225,Best Supporting actress in a motion picture goes to Patricia Arquette for #Boyhood #GoldenGlobes - Smart choice? No more Meryl.
226,"RT @USATODAY: Best supporting actress in a motion picture goes to Patricia Arquette for ""Boyhood"" #GoldenGlobes"
227,Patricia Arquette wins for Boyhood #BestSupportingActressinamotionpicture #GoldenGlobes2015
228,"RT @TVGuideMagazine: Best Supporting Actress in a Motion Picture goes to Patricia Arquette for Boyhood! 

#GoldenGlobes"
229,RT @mashable: Best Supporting Actress in a Motion Picture goes to Patricia Arquette for ‘Boyhood.’ #GoldenGlobes
230,RT @THR: Patricia Arquette wins Best Supporting Actress in a Motion Picture for #Boyhood @PattyArquette #GoldenGlobes  http://t.co/zuQzGn39…
231,RT @THR: Patricia Arquette wins Best Supporting Actress in a Motion Picture for #Boyhood @PattyArquette #GoldenGlobes  http://t.co/zuQzGn39…
232,Patricia Arquette wins Best Supporting Actress in a Motion Picture for Boyhood #GoldenGlobes #Boyhoodmovie
233,"Best Supporting Actress in a Motion Picture goes to Patricia Arquette in ""Boyhood"" #GoldenGlobes http://t.co/DGANK1THCW"
234,Patricia Arquette wins! The #Boyhood actress takes home the #GoldenGlobe for Best Supporting Actress in a Motion Picture.
