,tweets
0,Best Performance by an Actor in a Mini Series or Movie Made for TV goes to Kevin Costner for Hatfields and McCoys #GoldenGlobes
1,"Winner, Best Performance by an Actor in a Mini-Series or a Made for TV Movie: Kevin Costner for Hatfields &amp; McCoys #GoldenGlobes"
2,"""Best Performance by an Actor in a Miniseries or TV Film "" goes to Kevin Costner Hatfields &amp; McCoys as Devil Anse Hatfield) #GoldenGlobes"
3,"Ed Harris for Game Change - Best Performance by a Supporting Actor in a Series, Mini-Series or Made for TV Movie. #winner #GoldenGlobes"
6,"Best actor in TV series, drama #winner: Damian Lewis, Homeland #GoldenGlobes"
7,"RT @ABCNewsEnt: Damian Lewis wins best actor, TV series or drama! His first win, 3rd nom. http://t.co/VCUv6LqO #GoldenGlobes"
8,"RT @filmdotcom: Best actor in a TV series or drama goes to Damian Lewis for ""Homeland."" #GoldenGlobes"
9,Damien Lewis wins the Globe for Best Actor TV Series or Drama #GoldenGlobes
10,Best actor in a TV series drama. And the golden globe goes to... Damian Lewis! #GoldenGlobes #yay
11,RT @660News: Damian Lewis wins Best Actor for a TV Series Drama for Homeland #GoldenGlobes
12,"RT @THR: Damian Lewis wins the #GoldenGlobe for Best Actor in a TV Series, Drama for ""Homeland."" http://t.co/bEbOJaJ5"
13,Homeland's @lewis_damian wins the #GoldenGlobes award for Best Actor in a TV Series - Drama.
14,Best Actor for TV series drama goes to Damian Lewis for Homeland. Wow. Wasn't expecting that... #GoldenGlobes
15,RT @WonderwallMSN: Best actor - TV series drama is Damian Lewis! #goldenglobes
16,Damian Lewis wins Best Actor TV Series or Drama for Homeland. #goldenglobes
17,"Damian Lewis, 'Homeland' Wins Best Actor, TV Series Drama. #StiffCompetition #GoldenGlobes"
18,Great show  RT @goldenglobes: Best Television Series Actor - Drama - Damian Lewis (@Lewis_Damian) - Homeland (@SHO_Homeland) - #GoldenGlobes
19,"RT @TVAfterDark: Best Actor TV Series Drama goes to ""Damien Lewis""  ""Homeland"" #GoldenGlobes"
20,"RT @THR: Damian Lewis wins the #GoldenGlobe for Best Actor in a TV Series, Drama for ""Homeland."" http://t.co/bEbOJaJ5"
21,RT @NBCLA: Homeland's @lewis_damian wins the #GoldenGlobes award for Best Actor in a TV Series - Drama.
22,"RT @Mycoyah: Best actor, TV series drama winner is Damien Lewis for ""Homeland."" This is his first win. #GoldenGlobes"
23,"Damian Lewis wins Best Actor TV Series for Drama for Homeland, was rooting for Jeff Daniels, but hey.. #goldenglobes"
24,Best Actor in TV Series-Drama goes to @SHO_Homeland star Damian Lewis #GoldenGlobes
25,"RT @ABCNewsEnt: Damian Lewis wins best actor, TV series or drama! His first win, 3rd nom. http://t.co/VCUv6LqO #GoldenGlobes"
26,RT @nbcwashington: #Homeland's @lewis_damian wins Best Actor in a TV Series – Drama #GoldenGlobes http://t.co/2h77E4Jz
27,"RT @CNNshowbiz: Best actor, TV series drama winner is Damien Lewis for ""Homeland."" This is his first win. #GoldenGlobes"
28,"RT @VanityFair: Back-to-back Homeland #GoldenGlobes. First, Damien Lewis, for best actor in TV drama, then the show for best TV series drama. Congrats!"
29,RT @PRanganathan: Damian Lewis wins Best Actor in a TV Drama Series for #Homeland #GoldenGlobes
