,tweets
106,"Gina Rodriguez wins Best TV Series Actress, Comedy or Musical for Jane The Virgin #GoldenGlobes"
107,"Best TV Series Actress - Comedy or Musical goes to Gina Rodriguez, ""Jane the Virgin"" #GoldenGlobes"
108,"Best actress in a TV series, musical or comedy goes to Gina Rodriguez #GoldenGlobes"
109,"@JanetheVirginTV's Gina Rodriguez wins the Best Actress award in a TV series, comedy or musical! #GoldenGlobes"
110,"WOW! Gina Rodriquez wins Best Actress in a TV Series, Musical or Comedy, for #JaneTheVirgin! #GoldenGlobes"
111,Best TV Series Actress - Comedy or Musical - Gina Rodriguez  - Jane The Virgin  (I wanted Orange is the new black to win :(  #GoldenGlobes
112,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
113,RT @KNXDavid: Gina Rodriguez wins best actress in a TV series comedy/musical for Jane the Virgin.  Her 1st nomination &amp; 1st win. @KNX1070 #…
114,WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
115,RT @KNXDavid: Gina Rodriguez wins best actress in a TV series comedy/musical for Jane the Virgin.  Her 1st nomination &amp; 1st win. @KNX1070 #…
116,"Best Actress, TV Series, Musical or Comedy goes to Gina Rodriguez! #GoldenGlobes"
117,"Best actress in a TV series, musical or comedy goes to.... Gina Rodriguez for Jane the Virgin! #GoldenGlobes"
118,"RT @PaneAmoreECine: #BestActressComedyMusicalTVSERIES And the Golden Globes goes to...

Gina Rodriguez - Jane The Virgin 

#GoldenGlobes2015"
119,"“@HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes” @PhantomRat"
120,"Best Actress, TV Series - Musical/Comedy goes to Gina Rodriguez for ""Jane The Virgin."" #GoldenGlobes"
121,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
122,"RT @BitchFlicks: Best Actress in a TV Series Musical/Comedy winner is...Gina Rodriguez for #JaneTheVirgin!! #GoldenGlobes 
#BitchFlicks"
123,"Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez for Jane the Virgin yes💃💃💃💃💃 #GoldenGlobes"
124,Gina Rodriguez wins Best Actress in a TV Series - Musical or Comedy http://t.co/cNIEuTZ2iH #GoldenGlobes
125,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
126,"RT @TVAfterDark: HOLY SHIT GINA RODRIGUEZ wins for Best Actress in a TV Series, Musical or Comedy  #GoldenGlobes"
127,"Gina Rodriguez wins the award for Best Actress in a TV Series, Musical or Comedy for her role in #JaneTheVirgin! #GoldenGlobes"
128,HELL YEAH “@TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/kbVQEwo1rQ #GoldenGlobes”
129,"RT @BitchFlicks: Best Actress in a TV Series Musical/Comedy winner is...Gina Rodriguez for #JaneTheVirgin!! #GoldenGlobes 
#BitchFlicks"
130,RT @NewsBreaker: WINNER - @goldenglobes: Best TV Series Actress - Comedy or Musical - Gina Rodriguez  - Jane The Virgin (@CWJaneTheVirgin)
131,Gina Rodriguez wins for best actress tv series-musical or comedy #GoldenGlobes
132,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
133,"RT @NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical"
134,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
135,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
136,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
137,"RT @latimesent: Best Actress in a TV series, comedy or musical goes to.... Gina Rodriguez #GoldenGlobes"
138,"""@HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin # golden Globe sim crying w her!"
139,"RT @NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical"
140,Best Actress in a TV Series Comedy or Musical goes to: Gina Rodriguiz #GoldenGlobes
141,"“@TVAfterDark: HOLY SHIT GINA RODRIGUEZ wins for Best Actress in a TV Series, Musical or Comedy  #GoldenGlobes”"
142,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
143,"RT @TVAfterDark: HOLY SHIT GINA RODRIGUEZ wins for Best Actress in a TV Series, Musical or Comedy  #GoldenGlobes"
144,Gina Rodriguez won the #GoldenGlobe for best actress in TV series/comedy/musical for her role in Jane the Virgin.
145,Gina Rodriguez wins her first nomination ever at the #GoldenGlobes for 'Jane the Virgin'. Best TV Series Actress - Comedy or Musical.
146,"RT @TVAfterDark: HOLY SHIT GINA RODRIGUEZ wins for Best Actress in a TV Series, Musical or Comedy  #GoldenGlobes"
147,"RT @NYTMovies: #GinaRodriguez wins the Golden Globes award for best actress, TV series comedy/musical&lt; bless her HEART! i'm tearing up a lil"
148,Gina Rodriguez wins Best Actress - TV series - Comedy or Musical for Jane the Virgin. How cute is she? #GoldenGlobes
149,"The #GoldenGlobes for Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez for Jane the Virgin. #congratsnewtalent"
150,RT @NewsBreaker: WINNER - @goldenglobes: Best TV Series Actress - Comedy or Musical - Gina Rodriguez  - Jane The Virgin (@CWJaneTheVirgin)
151,"“@ScreenGonzo: Best Actress in a TV Series, Musical or Comedy Winner - Gina Rodriguez for #JaneTheVirgin #GoldenGlobes” wow congrats!"
152,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
153,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
154,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
155,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
156,"RT @tvdfansonline: CONGRATS!!! RT @latimesent: Best Actress in a TV series, comedy or musical goes to.... Gina Rodriguez #GoldenGlobes"
157,"First win, first #GoldenGlobes nomination -  Gina Rodriguez wins #BestActress in a TV series (comedy/musical) http://t.co/UyEDjXKohE"
158,"RT @tvdfansonline: CONGRATS!!! RT @latimesent: Best Actress in a TV series, comedy or musical goes to.... Gina Rodriguez #GoldenGlobes"
159,"Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical http://t.co/PEFwDc9ylG"
160,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
161,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
162,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
163,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
164,"RT @StarryMag: Best Actress In TV Series, Musical or Comedy @goldenglobes goes to @HereIsGina for #JaneTheVirgin! 

#GoldenGIobes"
165,"#GoldenGlobes Best Actress in a TV series, comedy or musical goes to.... Gina Rodriguez #JaneTheVirgin"
166,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
167,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
168,"RT @NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical"
169,Best Actress in a TV Series - Comedy or Musical goes to the beautiful Gina Rodriguez #GoldenGlobes
170,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
171,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
172,"Golden Globe Winner for Best Actress in a TV Series, Musical or Comedy is Gina Rodriguez for #JaneTheVirgin!!! #GoldenGlobes"
173,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
174,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
175,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
176,"“@NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical”A latin miracle"
177,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
178,"RT @NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical"
179,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
180,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
181,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
182,Gina Rodriguez wins award for actress-TV series- comedy of musical for #JaneTheVirgin #GoldenGlobes
183,"RT @latimesent: Best Actress in a TV series, comedy or musical goes to.... Gina Rodriguez #GoldenGlobes"
184,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
185,"RT @tvdfansonline: CONGRATS!!! RT @latimesent: Best Actress in a TV series, comedy or musical goes to.... Gina Rodriguez #GoldenGlobes"
186,"Jane the Virgin's Gina Rodriguez wins Best Actress in a TV series, Comedy or Musical! Such a huge win for her, how amazing! #GoldenGlobes"
187,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
188,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
189,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
190,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
191,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
192,"Gina Rodriguez wins Best Actress in a TV Series, Musical or Comedy! (She's wearing @BadgleyMischka) #GoldenGlobes http://t.co/43P66G2CSQ"
193,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
194,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
195,"RT @TVAfterDark: HOLY SHIT GINA RODRIGUEZ wins for Best Actress in a TV Series, Musical or Comedy  #GoldenGlobes"
196,RT @usweekly: WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
