,tweets
140,"The Golden Globe for Best Supporting Actress in Series, Mini-Series or Motion Picture Made for TV goes to #DowntonAbbey's Joanne Froggatt!"
141,"RT @NYDNEntertain: The award for Best Supporting Actress in a Series, Miniseries or Motion Picture goes to
Joanne Froggatt for “Downton Abb…"
142,"Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at Golden Globes - @latime..."
143,"Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at #GoldenGlobes. (#UNFNEWS)"
144,"Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at #GoldenGlobes. (#UNFNEWS)"
145,"Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at #GoldenGlobes. (#UNFNEWS)"
146,"Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at #GoldenGlobes. (#UNFNEWS)"
147,"Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at #GoldenGlobes. (#UNFNEWS)"
148,"ALERT: Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at Golden Globes - ..."
149,"#GoldenGlobes #WINNER: Best Supporting Actress in a Series, Mini-Series, or Motion Picture Made for TV &gt; #JoanneFroggatt, #DowntonAbbey"
150,"Joanne Froggatt from 'Downton Abbey' wins best supporting actress in a TV series, miniseries or motion picture at Golden Globes."
151,"The Golden Globe for Best Supporting Actress in Series, Mini-Series or Motion Picture Made for TV goes to #DowntonAbbey's Joanne Froggatt!"
152,"#GoldenGlobes #WINNER: Best Supporting Actress in a Series, Mini-Series, or Motion Picture Made for TV &gt; #JoanneFroggatt, #DowntonAbbey"
153,Maggie Gyllenhaal wins Best Actress in a Miniseries or Motion Picture Made for Television http://t.co/6PybDvcVxl #GoldenGlobes
154,RT @GuardianUS: Maggie Gyllenhaal wins Best Actress in a Miniseries or Motion Picture Made for Television http://t.co/6PybDvcVxl #GoldenGlo…
155,RT @GuardianUS: Maggie Gyllenhaal wins Best Actress in a Miniseries or Motion Picture Made for Television http://t.co/6PybDvcVxl #GoldenGlo…
